name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-11961,NO,1,0,0,0,0,0,0
GENE-11962,NO,1,0,0,0,0,0,0
GENE-11963,NO,1,0,0,0,0,0,0
GENE-11964,NO,1,0,0,0,0,0,0
GENE-11965,NO,1,0,0,0,0,0,0
GENE-11966,NO,1,0,0,0,0,0,0
GENE-11967,NO,1,10,6,9,8,7,6
GENE-11968,NO,1,865,741,575,831,788,609
GENE-11969,NO,1,0,0,0,0,0,0
GENE-11970,NO,1,0,0,0,0,0,0
GENE-11971,NO,1,0,0,0,0,0,0
GENE-11972,NO,1,0,0,0,0,0,0
GENE-11973,NO,1,1,2,1,2,2,1
GENE-11974,NO,1,0,0,0,0,0,0
GENE-11975,NO,1,2,6,2,4,5,1
GENE-11976,NO,1,0,0,0,0,0,0
GENE-11977,NO,1,763,758,638,679,779,836
GENE-11978,NO,1,0,0,0,0,0,0
GENE-11979,NO,1,0,0,0,0,0,0
GENE-11980,NO,1,0,0,0,0,0,0
GENE-11981,NO,1,0,0,0,0,0,0
GENE-11982,NO,1,0,0,1,0,0,1
GENE-11983,NO,1,0,0,0,0,0,0
GENE-11984,NO,1,2,1,2,0,0,1
GENE-11985,NO,1,0,0,0,0,0,0
GENE-11986,NO,1,0,0,0,0,0,0
GENE-11987,NO,1,0,0,0,0,0,0
GENE-11988,NO,1,0,0,0,0,0,0
GENE-11989,NO,1,0,0,0,0,0,0
GENE-11990,NO,1,0,0,0,0,0,0
GENE-11991,NO,1,0,0,0,0,0,0
GENE-11992,NO,1,360,307,393,319,307,381
GENE-11993,NO,1,0,0,0,0,0,0
GENE-11994,NO,1,11,3,108,2,3,0
GENE-11995,NO,1,0,0,0,0,0,0
GENE-11997,NO,1,194,331,134,727,190,760
GENE-11998,NO,1,0,0,0,0,0,0
GENE-11999,NO,1,0,3,0,1,1,0
GENE-12000,NO,1,212,206,188,197,190,223
GENE-12001,NO,1,16,14,10,29,20,19
GENE-12002,NO,1,0,0,0,0,0,0
GENE-12003,YES,1,0,0,0,0,0,0
GENE-12004,NO,1,915,818,1179,963,946,842
GENE-12005,NO,1,0,0,0,0,0,0
GENE-12006,NO,1,0,0,0,0,0,0
GENE-12007,NO,1,0,0,0,0,0,0
GENE-12008,NO,1,0,0,0,0,0,0
GENE-12009,YES,1,0,0,0,0,0,0
GENE-12010,NO,1,0,0,0,0,0,0
GENE-12011,NO,1,0,0,0,0,0,0
GENE-12012,YES,1,0,0,0,0,0,0
GENE-12013,NO,1,0,0,0,0,0,0
GENE-12014,NO,1,448,356,471,553,411,466
GENE-12015,NO,1,0,0,0,0,0,0
GENE-12016,NO,1,0,0,0,0,0,0
GENE-12017,NO,1,25,22,28,22,39,36
GENE-12018,NO,1,0,0,0,0,0,0
GENE-12019,NO,1,46,80,73,48,67,60
GENE-12020,NO,1,6,9,9,6,11,7
GENE-12021,NO,1,0,0,0,0,0,0
GENE-12022,NO,1,0,0,0,0,0,0
GENE-12023,NO,1,0,0,0,0,0,0
GENE-12024,NO,1,0,0,0,0,0,0
GENE-12025,NO,1,0,0,0,0,0,0
GENE-12026,NO,1,0,0,0,0,0,0
GENE-12027,NO,1,0,0,0,0,0,0
GENE-12028,NO,1,0,0,0,0,0,0
GENE-12029,NO,1,6,6,9,5,15,4
GENE-12030,NO,1,16,7,13,8,9,13
GENE-12031,NO,1,0,0,0,0,0,0
GENE-12032,NO,1,0,0,0,1,0,1
GENE-12033,NO,1,0,0,0,0,0,0
GENE-12034,NO,1,0,0,0,0,0,0
GENE-12035,NO,1,0,2,0,1,0,1
GENE-12036,NO,1,351,342,408,448,329,402
GENE-12037,NO,1,171,95,152,125,150,111
GENE-12038,NO,1,0,0,0,0,0,0
GENE-12039,YES,1,0,0,0,0,0,0
GENE-12040,NO,1,0,0,0,0,0,0
GENE-12041,NO,1,6,8,10,9,9,1
GENE-12042,NO,1,0,0,0,0,0,0
GENE-12043,NO,1,209,136,115,134,158,202
GENE-12044,NO,1,0,0,0,0,0,0
GENE-12045,NO,1,255,189,238,217,221,274
GENE-12046,NO,1,6,2,3,2,3,1
GENE-12047,NO,1,0,1,1,0,0,0
GENE-12048,NO,1,143,169,204,211,183,203
GENE-12049,NO,1,5,5,6,3,1,3
GENE-12050,NO,1,0,0,0,0,0,0
GENE-12051,NO,1,0,0,0,0,0,0
GENE-12052,NO,1,0,0,0,0,0,0
GENE-12053,NO,1,0,0,0,0,0,0
GENE-12054,NO,1,68,73,81,77,50,67
GENE-12055,NO,1,0,0,0,0,0,0
GENE-12056,NO,1,0,0,0,0,0,0
GENE-12057,NO,1,0,0,0,0,0,0
GENE-12058,NO,1,121,71,84,104,105,111
GENE-12059,NO,1,0,1,1,0,0,0
GENE-12060,NO,1,0,0,0,0,0,0
GENE-12061,YES,1,0,0,0,0,0,0
GENE-12062,NO,1,0,0,0,0,0,0
GENE-12063,NO,1,115,87,119,107,108,127
GENE-12064,NO,1,0,0,0,0,0,0
GENE-12065,NO,1,0,0,0,0,0,0
GENE-12066,NO,1,0,0,0,0,0,0
GENE-12067,NO,1,0,0,0,0,0,0
GENE-12068,NO,1,0,0,0,0,0,0
GENE-12069,NO,1,0,0,0,0,0,0
GENE-12070,NO,1,0,0,0,0,0,0
GENE-12071,NO,1,0,0,0,0,0,0
GENE-12072,NO,1,0,0,0,0,0,0
GENE-12073,NO,1,0,0,0,0,0,0
GENE-12074,NO,1,0,0,0,0,0,0
GENE-12075,NO,1,0,0,0,0,0,0
GENE-12076,NO,1,121,92,96,143,123,114
GENE-12077,NO,1,0,0,1,0,1,1
GENE-12078,NO,1,0,0,0,0,0,0
GENE-12079,NO,1,0,0,0,0,0,0
GENE-12080,NO,1,0,0,0,0,0,0
GENE-12081,NO,1,0,0,0,0,0,0
GENE-12082,NO,1,0,0,0,0,0,0
GENE-12083,NO,1,0,0,0,0,0,0
GENE-12084,NO,1,0,2,0,1,0,1
GENE-12085,NO,1,0,0,0,0,0,0
GENE-12086,NO,1,0,0,0,0,0,0
GENE-12087,NO,1,33,23,19,23,27,23
GENE-12088,NO,1,0,0,0,0,0,0
GENE-12089,NO,1,80,90,127,104,88,117
GENE-12090,NO,1,0,0,0,0,0,0
GENE-12091,NO,1,0,0,0,0,0,0
GENE-12092,NO,1,49,32,57,56,28,43
GENE-12093,NO,1,0,0,0,0,0,0
GENE-12094,NO,1,0,0,0,0,0,0
GENE-12095,NO,1,0,0,0,0,0,0
GENE-12096,NO,1,90,125,103,229,72,105
GENE-12097,NO,1,0,0,0,0,0,0
GENE-12098,NO,1,0,0,0,0,0,0
GENE-12099,NO,1,0,0,0,0,0,0
GENE-12100,NO,1,5,13,13,7,5,3
GENE-12101,NO,1,306,243,175,132,134,389
GENE-12102,NO,1,211,144,532,520,369,572
GENE-12103,NO,1,4,2,2,0,0,1
GENE-12104,NO,1,178,178,262,254,312,178
GENE-12105,NO,1,0,0,0,0,0,0
GENE-12106,NO,1,0,0,0,0,0,0
GENE-12107,NO,1,0,0,0,0,0,0
GENE-12108,NO,1,0,0,0,0,0,0
GENE-12109,NO,1,0,0,0,0,0,0
GENE-12110,NO,1,0,0,0,0,0,0
GENE-12111,NO,1,0,1,0,1,0,4
GENE-12112,YES,1,0,0,0,0,0,0
GENE-12113,NO,1,0,0,0,0,0,0
GENE-12114,NO,1,0,0,0,0,0,0
GENE-12115,NO,1,0,0,0,3,0,1
GENE-12116,NO,1,0,0,0,0,0,0
GENE-12117,NO,1,674,917,765,1223,716,835
GENE-12118,NO,1,91,91,84,96,91,83
GENE-12119,NO,1,0,0,0,0,0,0
GENE-12120,NO,1,0,0,0,0,0,0
GENE-12121,NO,1,0,0,0,0,0,0
GENE-12122,NO,1,0,0,0,0,0,0
GENE-12123,NO,1,0,0,0,0,0,0
GENE-12124,NO,1,898,669,603,760,656,465
GENE-12125,NO,1,156,217,119,158,163,172
GENE-12126,NO,1,19,25,34,24,14,33
GENE-12127,NO,1,1525,1212,2143,2034,1239,1922
GENE-12128,NO,1,0,0,0,0,0,0
GENE-12129,NO,1,0,0,0,0,0,0
GENE-12130,NO,1,0,0,0,0,0,0
GENE-12131,NO,1,0,0,0,0,0,0
GENE-12132,NO,1,57,49,38,106,81,90
GENE-12133,NO,1,1,4,2,3,2,2
GENE-12134,NO,1,0,0,0,0,0,0
GENE-12135,NO,1,1,3,2,1,3,1
GENE-12136,NO,1,0,0,0,0,0,0
GENE-12137,NO,1,423,518,563,417,614,423
GENE-12138,NO,1,0,0,0,0,0,0
GENE-12139,NO,1,191,228,208,266,246,216
GENE-12140,NO,1,0,0,0,0,0,0
GENE-12141,NO,1,0,0,0,0,0,0
GENE-12142,NO,1,0,0,0,0,0,0
GENE-12143,NO,1,4,4,0,29,1,4
GENE-12144,NO,1,0,0,0,0,0,0
GENE-12145,NO,1,0,0,0,0,0,0
GENE-12146,NO,1,0,0,0,0,0,0
GENE-12147,NO,1,0,0,0,0,0,0
GENE-12148,NO,1,0,0,0,0,0,0
GENE-12149,NO,1,25,38,44,51,52,42
GENE-12150,NO,1,0,0,0,0,0,0
GENE-12151,NO,1,0,0,0,0,0,0
GENE-12152,NO,1,0,0,0,0,0,0
GENE-12153,NO,1,0,0,0,0,0,0
GENE-12154,NO,1,0,0,0,0,0,0
GENE-12155,NO,1,0,0,0,0,0,0
GENE-12156,NO,1,12,26,13,10,5,16
GENE-12157,NO,1,500,314,421,294,346,215
GENE-12158,NO,1,0,0,0,0,0,0
GENE-12159,NO,1,0,0,0,0,0,0
GENE-12160,NO,1,3,2,2,3,0,0
GENE-12161,NO,1,0,0,0,0,0,0
GENE-12162,NO,1,0,0,0,0,0,0
GENE-12163,NO,1,15,6,8,15,12,6
GENE-12164,NO,1,3,1,1,5,1,0
GENE-12165,NO,1,0,0,0,0,0,0
GENE-12166,NO,1,0,0,0,0,0,0
GENE-12167,NO,1,0,0,0,0,0,0
GENE-12168,NO,1,0,0,0,0,0,0
GENE-12169,NO,1,0,0,0,0,0,0
GENE-12170,NO,1,0,0,0,0,0,0
GENE-12172,NO,1,0,0,0,0,0,0
GENE-12173,NO,1,0,0,0,0,0,0
GENE-12174,NO,1,78,38,41,66,38,14
GENE-12175,NO,1,4,3,5,6,4,3
GENE-12176,NO,1,0,0,0,0,0,0
GENE-12177,NO,1,0,0,0,0,0,0
GENE-12178,NO,1,87,57,68,72,69,55
GENE-12179,NO,1,0,0,0,0,0,0
GENE-12180,NO,1,0,0,0,0,1,0
GENE-12181,NO,1,0,0,0,0,0,0
GENE-12182,NO,1,0,0,0,0,0,0
GENE-12183,NO,1,0,0,0,0,0,0
GENE-12184,NO,1,0,0,0,0,0,0
GENE-12185,NO,1,0,0,0,0,0,0
GENE-12186,NO,1,0,0,0,0,0,0
GENE-12187,NO,1,0,0,0,0,0,0
GENE-12188,NO,1,14,19,20,20,31,26
GENE-12189,NO,1,0,0,0,0,0,0
GENE-12190,NO,1,0,0,0,0,0,0
GENE-12191,NO,1,0,0,0,0,0,0
GENE-12192,NO,1,0,0,0,0,0,0
GENE-12193,NO,1,0,1,2,1,1,0
GENE-12194,NO,1,0,0,0,0,0,0
GENE-12195,NO,1,12,9,23,20,16,14
GENE-12196,NO,1,40,33,47,45,57,41
GENE-12197,NO,1,0,0,0,0,0,0
GENE-12198,NO,1,179,127,168,271,240,225
GENE-12199,NO,1,0,0,0,0,0,0
GENE-12200,NO,1,55,63,91,75,44,65
GENE-12201,NO,1,1,0,0,0,0,1
GENE-12202,NO,1,0,0,0,0,0,0
GENE-12203,NO,1,2339,1278,2356,2286,2808,1853
GENE-12204,NO,1,0,0,0,0,0,0
GENE-12205,NO,1,76,86,100,72,105,144
GENE-12206,NO,1,0,0,0,0,0,0
GENE-12207,NO,1,0,0,0,0,0,0
GENE-12208,NO,1,0,0,0,0,0,0
GENE-12209,NO,1,0,0,0,0,0,0
GENE-12210,NO,1,0,0,0,0,0,0
GENE-12211,NO,1,0,0,0,0,0,0
GENE-12212,NO,1,0,0,0,0,0,0
GENE-12213,NO,1,0,0,0,0,0,0
GENE-12214,NO,1,0,0,0,0,0,0
GENE-12215,NO,1,0,0,0,0,0,0
GENE-12216,NO,1,0,0,0,0,0,0
GENE-12217,YES,1,0,0,0,0,0,0
GENE-12218,NO,1,0,0,0,0,0,0
GENE-12219,NO,1,0,0,0,0,0,0
GENE-12220,NO,1,25,28,24,23,18,26
GENE-12221,NO,1,0,0,0,0,0,0
GENE-12222,NO,1,0,0,0,0,0,0
GENE-12223,NO,1,0,0,0,0,0,0
GENE-12224,NO,1,0,0,0,0,0,0
GENE-12225,NO,1,0,0,0,0,0,0
GENE-12226,NO,1,0,0,0,0,0,0
GENE-12227,NO,1,2,0,0,1,2,1
GENE-12228,NO,1,0,0,0,1,3,2
GENE-12229,NO,1,0,0,0,0,0,0
GENE-12230,NO,1,0,0,0,0,0,0
GENE-12231,NO,1,0,0,0,0,0,0
GENE-12232,NO,1,67,69,84,91,78,71
GENE-12233,NO,1,19,24,23,28,25,36
GENE-12234,NO,1,0,0,0,0,0,0
GENE-12235,NO,1,0,0,0,0,0,0
GENE-12236,NO,1,22,37,20,26,21,15
GENE-12237,YES,1,0,0,0,0,0,0
GENE-12239,NO,1,0,0,0,0,0,0
GENE-12240,NO,1,72,89,71,78,58,60
GENE-12241,NO,1,0,0,0,0,0,0
GENE-12242,NO,1,1,0,0,1,0,0
GENE-12243,NO,1,0,0,0,0,0,0
GENE-12244,NO,1,816,795,796,951,971,920
GENE-12245,NO,1,2,2,2,0,3,2
GENE-12246,NO,1,1420,1302,1556,1495,1616,1750
GENE-12247,NO,1,1882,3221,2648,2526,2719,2207
GENE-12248,NO,1,0,0,0,0,0,0
GENE-12249,NO,1,0,0,0,0,0,0
GENE-12251,NO,1,0,0,0,0,0,0
GENE-12252,NO,1,0,0,0,0,0,0
GENE-12253,NO,1,0,0,0,0,0,0
GENE-12254,NO,1,0,0,0,0,0,0
GENE-12255,NO,1,0,1,0,2,0,0
GENE-12256,NO,1,0,0,0,0,0,0
GENE-12257,NO,1,0,0,0,0,0,0
GENE-12258,NO,1,333,311,426,387,437,467
GENE-12259,NO,1,0,0,0,0,0,0
GENE-12260,NO,1,0,0,0,0,0,0
GENE-12261,NO,1,0,0,0,0,0,0
GENE-12262,NO,1,26,21,43,36,43,39
GENE-12263,NO,1,205,283,189,95,187,191
GENE-12264,NO,1,0,0,0,0,0,0
GENE-12265,NO,1,27,28,48,27,39,45
GENE-12266,NO,1,0,0,0,0,0,0
GENE-12267,NO,1,0,0,0,0,0,0
GENE-12268,NO,1,0,0,0,0,0,0
GENE-12269,NO,1,0,0,0,0,0,0
GENE-12270,NO,1,0,0,0,0,0,0
GENE-12271,NO,1,0,0,0,0,0,0
GENE-12272,NO,1,193,174,196,196,198,161
GENE-12273,NO,1,0,0,0,0,0,0
GENE-12274,NO,1,0,0,0,0,0,0
GENE-12275,NO,1,0,0,0,0,0,0
GENE-12276,NO,1,0,0,0,0,0,0
GENE-12277,NO,1,0,0,0,0,0,0
GENE-12278,NO,1,21,12,9,19,15,22
GENE-12279,NO,1,1,1,0,1,0,0
GENE-12280,NO,1,0,0,0,0,0,0
GENE-12281,NO,1,0,0,0,0,0,0
GENE-12282,NO,1,0,0,0,0,0,0
GENE-12283,NO,1,0,0,0,0,0,0
GENE-12284,NO,1,0,0,0,0,0,0
GENE-12285,NO,1,1456,1759,1009,2121,839,1707
GENE-12286,NO,1,0,0,0,0,0,0
GENE-12287,NO,1,0,0,0,0,0,0
GENE-12288,NO,1,193,183,174,190,183,163
GENE-12289,NO,1,0,0,0,0,0,0
GENE-12290,NO,1,0,0,0,0,0,0
GENE-12291,NO,1,0,0,0,0,0,0
GENE-12292,NO,1,677,858,714,632,579,637
GENE-12293,NO,1,0,0,0,0,0,0
GENE-12294,NO,1,0,0,0,0,0,0
GENE-12295,NO,1,0,0,0,0,0,0
GENE-12296,NO,1,72,54,40,1,94,11
GENE-12297,NO,1,0,0,0,0,0,0
GENE-12298,NO,1,0,0,0,0,0,0
GENE-12299,NO,1,2424,2221,2847,2526,2552,2146
GENE-12300,NO,1,2,1,2,5,7,1
GENE-12301,NO,1,0,0,0,0,0,0
GENE-12302,NO,1,0,0,0,0,0,0
GENE-12303,NO,1,0,0,0,0,0,0
GENE-12304,NO,1,0,0,0,0,0,0
GENE-12305,NO,1,7,5,7,4,12,8
GENE-12306,NO,1,9,2,7,8,9,11
GENE-12307,NO,1,0,0,0,0,0,0
GENE-12308,NO,1,38,16,25,8,20,29
GENE-12309,NO,1,0,0,1,0,0,1
GENE-12310,NO,1,0,0,0,0,0,0
GENE-12311,NO,1,0,0,0,0,0,0
GENE-12312,NO,1,0,0,0,0,0,0
GENE-12313,NO,1,0,0,0,0,0,0
GENE-12314,NO,1,0,0,0,0,0,0
GENE-12315,NO,1,868,828,721,874,733,782
GENE-12316,NO,1,0,0,0,0,0,0
GENE-12317,NO,1,0,0,0,0,0,0
GENE-12318,NO,1,0,0,0,0,0,0
GENE-12319,NO,1,0,0,0,0,0,0
GENE-12320,NO,1,0,0,0,0,0,0
GENE-12321,NO,1,0,1,2,3,3,1
GENE-12322,NO,1,0,0,0,0,0,0
GENE-12323,NO,1,379,291,253,219,335,318
GENE-12324,NO,1,85,105,97,100,137,129
GENE-12325,NO,1,52,74,57,82,112,50
GENE-12326,NO,1,0,0,0,0,0,0
GENE-12327,NO,1,0,0,0,0,0,0
GENE-12328,NO,1,0,0,0,0,0,0
GENE-12329,NO,1,0,0,0,0,0,0
GENE-12330,NO,1,52,38,37,42,63,36
GENE-12331,NO,1,0,0,0,0,0,0
GENE-12332,NO,1,0,0,0,0,0,0
GENE-12333,NO,1,0,0,0,0,0,0
GENE-12334,NO,1,1229,1076,933,1213,1180,1129
GENE-12335,NO,1,0,0,0,0,0,0
GENE-12336,NO,1,427,375,267,141,215,639
GENE-12337,NO,1,0,0,0,0,0,0
GENE-12338,NO,1,86,81,59,84,72,96
GENE-12339,NO,1,0,0,0,0,0,0
GENE-12340,NO,1,0,0,0,0,0,0
GENE-12341,NO,1,0,0,0,0,0,0
GENE-12342,NO,1,0,0,0,0,0,0
GENE-12343,YES,1,0,1,0,1,0,0
GENE-12344,NO,1,0,0,0,0,0,0
GENE-12345,NO,1,0,0,0,0,0,0
GENE-12346,NO,1,2,0,2,0,1,0
GENE-12347,YES,1,0,0,0,0,0,0
GENE-12348,NO,1,80,57,83,71,88,77
GENE-12349,NO,1,0,0,0,0,0,0
GENE-12350,NO,1,0,0,0,0,0,0
GENE-12351,NO,1,0,0,0,0,0,0
GENE-12352,NO,1,2,4,1,1,1,1
GENE-12353,NO,1,0,0,0,0,0,0
GENE-12354,NO,1,0,0,0,0,0,0
GENE-12355,NO,1,0,0,0,0,0,0
GENE-12356,NO,1,22,9,15,14,15,13
GENE-12357,NO,1,0,0,0,0,0,0
GENE-12358,NO,1,0,0,0,0,0,0
GENE-12359,NO,1,0,0,0,0,0,0
GENE-12360,NO,1,0,0,0,0,0,0
GENE-12361,NO,1,0,0,0,0,0,0
GENE-12362,YES,1,0,0,0,0,0,0
GENE-12363,NO,1,0,0,0,0,0,0
GENE-12364,NO,1,0,0,0,0,0,0
GENE-12365,NO,1,0,0,0,0,0,0
GENE-12366,NO,1,0,0,0,0,0,0
GENE-12367,NO,1,0,0,0,0,1,0
GENE-12368,NO,1,0,0,0,0,0,0
GENE-12369,NO,1,0,0,0,0,0,0
GENE-12370,NO,1,27,36,33,22,43,35
GENE-12371,NO,1,2,4,5,5,3,1
GENE-12372,NO,1,0,0,0,0,0,0
GENE-12373,NO,1,0,0,0,0,0,0
GENE-12374,NO,1,0,0,0,0,0,0
GENE-12375,YES,1,0,0,0,0,0,0
GENE-12376,NO,1,200,6,99,4,22,0
GENE-12377,NO,1,0,0,0,0,0,0
GENE-12378,NO,1,0,0,0,0,0,0
GENE-12379,NO,1,0,0,0,0,0,0
GENE-12380,NO,1,0,0,0,0,0,0
GENE-12381,NO,1,0,0,0,0,0,0
GENE-12382,NO,1,0,0,0,0,0,0
GENE-12383,NO,1,0,0,0,0,0,0
GENE-12384,NO,1,0,0,0,0,0,0
GENE-12385,NO,1,0,0,0,0,0,0
GENE-12386,NO,1,0,0,0,0,0,0
GENE-12387,NO,1,0,0,0,0,0,0
GENE-12388,NO,1,0,1,0,2,0,1
GENE-12389,NO,1,0,0,0,0,0,0
GENE-12390,NO,1,0,0,0,0,0,0
GENE-12391,YES,1,0,0,0,0,0,0
GENE-12392,NO,1,0,0,0,0,0,0
GENE-12393,NO,1,0,0,0,0,0,0
GENE-12394,NO,1,109,84,137,81,115,97
GENE-12396,NO,1,0,0,0,0,0,0
GENE-12397,NO,1,0,0,0,0,0,0
GENE-12398,NO,1,1,0,0,0,0,0
GENE-12399,NO,1,0,0,0,0,0,0
GENE-12400,NO,1,0,0,0,0,0,0
GENE-12401,NO,1,469,517,452,432,464,497
GENE-12402,NO,1,0,0,0,0,0,0
GENE-12403,NO,1,0,0,1,0,1,1
GENE-12404,NO,1,253,237,268,238,207,168
GENE-12405,NO,1,0,0,0,0,0,0
GENE-12406,NO,1,0,0,0,0,0,0
GENE-12407,NO,1,0,0,0,0,0,0
GENE-12408,NO,1,2,0,0,0,1,0
GENE-12409,NO,1,0,0,0,0,0,0
GENE-12410,NO,1,1,0,1,0,1,2
GENE-12411,NO,1,29,25,30,17,18,29
GENE-12412,NO,1,0,0,0,0,0,0
GENE-12413,NO,1,0,0,0,0,0,0
GENE-12414,NO,1,0,0,0,0,0,0
GENE-12415,YES,1,0,0,0,0,0,0
GENE-12416,NO,1,176,239,170,194,216,214
GENE-12417,NO,1,40,57,6,0,30,1
GENE-12418,NO,1,12,9,8,11,16,15
GENE-12419,YES,1,0,0,0,0,0,0
GENE-12420,NO,1,0,0,0,0,0,0
GENE-12421,NO,1,164,163,165,139,127,180
GENE-12422,NO,1,0,0,0,0,0,0
GENE-12423,NO,1,0,0,0,0,0,0
GENE-12424,NO,1,0,0,0,0,0,0
GENE-12425,YES,1,0,0,0,0,0,0
GENE-12426,NO,1,37,29,29,36,14,20
GENE-12427,NO,1,0,0,0,0,0,0
GENE-12428,NO,1,0,0,0,0,0,0
GENE-12429,NO,1,0,0,0,0,0,0
GENE-12430,NO,1,0,0,0,0,0,0
GENE-12431,NO,1,0,0,0,0,0,0
GENE-12432,NO,1,0,0,1,1,0,0
GENE-12433,NO,1,31,4,2,150,10,71
GENE-12434,NO,1,772,806,761,705,980,778
GENE-12435,NO,1,87,102,86,76,71,84
GENE-12436,NO,1,0,0,0,0,0,0
GENE-12437,NO,1,0,0,0,0,0,0
GENE-12438,NO,1,0,0,0,0,0,0
GENE-12439,NO,1,1198,1140,1340,1151,1003,1114
GENE-12440,NO,1,0,0,0,0,0,0
GENE-12441,NO,1,0,0,0,0,0,0
GENE-12442,NO,1,48,64,41,58,52,58
GENE-12443,NO,1,0,0,0,0,0,0
GENE-12444,NO,1,0,0,0,0,0,0
GENE-12445,NO,1,0,0,1,0,1,2
GENE-12446,NO,1,113,151,104,106,106,117
GENE-12447,NO,1,0,0,0,0,0,0
GENE-12448,NO,1,0,0,0,0,0,0
GENE-12449,NO,1,0,0,0,0,0,0
GENE-12450,NO,1,3,0,2,3,2,4
GENE-12451,NO,1,3,0,1,1,0,1
GENE-12452,NO,1,0,0,0,0,0,0
GENE-12453,NO,1,0,0,0,0,0,0
GENE-12454,NO,1,0,0,0,0,0,0
GENE-12455,NO,1,0,0,0,0,0,0
GENE-12456,NO,1,0,0,0,0,0,0
GENE-12457,NO,1,341,296,296,252,310,281
GENE-12458,NO,1,0,0,1,0,1,1
GENE-12459,YES,1,0,0,0,0,0,0
GENE-12460,NO,1,129,130,142,135,140,144
GENE-12461,NO,1,388,334,401,385,351,475
GENE-12462,NO,1,0,0,0,0,0,0
GENE-12463,NO,1,0,0,0,0,0,0
GENE-12464,NO,1,0,1,0,2,2,1
GENE-12465,NO,1,0,0,0,0,0,0
GENE-12466,NO,1,0,0,0,0,0,0
GENE-12467,NO,1,88,219,303,113,195,140
GENE-12468,NO,1,0,0,0,0,0,0
GENE-12469,YES,1,0,0,0,0,0,0
GENE-12470,NO,1,0,0,0,0,0,0
GENE-12471,NO,1,566,500,612,523,507,519
GENE-12472,NO,1,0,0,0,0,0,0
GENE-12473,NO,1,3074,2758,3201,2972,2984,3573
GENE-12474,NO,1,0,0,0,0,0,0
GENE-12475,NO,1,0,0,0,0,0,0
GENE-12476,NO,1,0,0,0,0,0,0
GENE-12477,NO,1,0,0,0,0,0,0
GENE-12478,NO,1,0,0,0,0,0,0
GENE-12479,NO,1,0,0,0,0,0,0
GENE-12480,NO,1,0,0,0,0,0,0
GENE-12481,NO,1,0,0,0,0,0,0
GENE-12482,NO,1,0,0,0,0,0,0
GENE-12483,NO,1,0,0,0,0,0,0
GENE-12484,NO,1,379,459,371,481,429,416
GENE-12485,NO,1,0,0,0,0,0,0
GENE-12486,NO,1,0,0,0,0,0,0
GENE-12487,NO,1,0,0,0,0,0,0
GENE-12488,NO,1,0,0,0,0,0,0
GENE-12489,NO,1,0,0,0,0,0,0
GENE-12490,NO,1,0,0,0,0,0,0
GENE-12491,NO,1,0,0,0,0,0,0
GENE-12492,NO,1,0,0,0,0,0,0
GENE-12493,NO,1,0,0,0,0,0,0
GENE-12494,NO,1,34,41,32,41,38,21
GENE-12495,NO,1,143,197,179,132,153,151
GENE-12496,NO,1,7,8,12,9,12,9
GENE-12497,NO,1,4,3,2,4,2,4
GENE-12498,NO,1,6,6,5,3,4,6
GENE-12499,NO,1,0,0,0,0,0,0
GENE-12500,NO,1,0,0,0,0,0,0
GENE-12501,NO,1,0,0,0,0,0,0
GENE-12503,NO,1,0,0,0,0,0,0
GENE-12504,NO,1,0,0,0,0,0,0
GENE-12505,NO,1,224,238,265,224,229,185
GENE-12506,NO,1,120,90,113,151,107,124
GENE-12507,NO,1,61,70,63,65,64,67
GENE-12508,NO,1,0,0,0,0,0,0
GENE-12509,NO,1,0,0,0,0,0,0
GENE-12510,NO,1,0,0,0,0,0,0
GENE-12511,NO,1,0,0,0,0,0,0
GENE-12512,NO,1,0,0,0,0,0,0
GENE-12513,NO,1,0,0,0,0,0,0
GENE-12514,NO,1,405,633,391,562,608,584
GENE-12515,NO,1,3,0,0,3,1,0
GENE-12516,NO,1,179,133,158,198,156,145
GENE-12519,NO,1,384,378,280,271,289,256
GENE-12520,NO,1,8,2,5,5,3,2
GENE-12521,NO,1,31,46,30,36,19,39
GENE-12522,NO,1,8,12,13,10,14,4
GENE-12523,NO,1,0,0,0,0,0,0
GENE-12524,NO,1,0,0,0,0,0,0
GENE-12525,NO,1,0,0,0,0,0,0
GENE-12526,NO,1,14,23,22,30,6,25
GENE-12527,NO,1,0,0,0,0,0,0
GENE-12528,NO,1,0,0,0,0,0,0
GENE-12529,NO,1,0,0,0,0,0,0
GENE-12530,NO,1,13,16,3,8,9,6
GENE-12531,NO,1,0,0,0,0,0,0
GENE-12532,NO,1,0,0,0,0,0,0
GENE-12533,NO,1,0,0,0,0,0,0
GENE-12534,NO,1,0,0,0,0,0,0
GENE-12535,NO,1,0,0,0,0,0,0
GENE-12536,NO,1,0,0,0,0,0,0
GENE-12537,YES,1,0,0,0,0,0,0
GENE-12538,NO,1,0,0,0,0,0,0
GENE-12539,NO,1,0,0,0,0,0,0
GENE-12540,NO,1,1,0,1,2,1,0
GENE-12541,NO,1,2,3,7,9,2,3
GENE-12542,NO,1,62,36,46,46,49,48
GENE-12543,NO,1,0,0,0,0,0,0
GENE-12544,NO,1,0,0,0,0,0,0
GENE-12545,NO,1,0,0,0,0,0,0
GENE-12546,NO,1,0,0,0,0,0,0
GENE-12547,NO,1,123,131,110,138,88,89
GENE-12548,NO,1,0,0,0,0,0,0
