run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR24182022,SAMN34203469,GSM7177895,"wild type live cells, Dam-GFP, 0 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,420077552;419246395,1824093200,18240932,GSM7177895,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/022/SRR24182022/SRR24182022_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/022/SRR24182022/SRR24182022_2.fastq.gz']","420 MB, 419 MB files; 18.2 million reads; 1824.1 million sequenced bases"
SRR24182023,SAMN34203484,GSM7177880,"arrested wild type live cells, 210 min alpha-factor, 30 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,156366240;156166301,682552700,6825527,GSM7177880,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/023/SRR24182023/SRR24182023_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/023/SRR24182023/SRR24182023_2.fastq.gz']","156 MB, 156 MB files; 6.8 million reads; 682.6 million sequenced bases"
SRR24181991,SAMN34203434,GSM7177930,"Rsc8-degron live cells, 420 min auxin, 180 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,347361367;346937756,1506477300,15064773,GSM7177930,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/091/SRR24181991/SRR24181991_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/091/SRR24181991/SRR24181991_2.fastq.gz']","347 MB, 347 MB files; 15.1 million reads; 1506.5 million sequenced bases"
SRR24182025,SAMN34203472,GSM7177892,"wild type live cells, Dam-GFP, 60 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,836002347;835613461,3624892100,36248921,GSM7177892,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/025/SRR24182025/SRR24182025_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/025/SRR24182025/SRR24182025_2.fastq.gz']","836 MB, 836 MB files; 36.2 million reads; 3624.9 million sequenced bases"
SRR24181996,SAMN34203439,GSM7177925,"Rsc8-degron live cells, 180 min auxin, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,484853173;484220088,2097513000,20975130,GSM7177925,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/096/SRR24181996/SRR24181996_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/096/SRR24181996/SRR24181996_2.fastq.gz']","485 MB, 484 MB files; 21.0 million reads; 2097.5 million sequenced bases"
SRR24182028,SAMN34203488,GSM7177876,"wild type live cells, 120 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,265501742;264846984,1162628100,11626281,GSM7177876,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/028/SRR24182028/SRR24182028_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/028/SRR24182028/SRR24182028_2.fastq.gz']","266 MB, 265 MB files; 11.6 million reads; 1162.6 million sequenced bases"
SRR24182029,SAMN34203489,GSM7177875,"wild type live cells, 60 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,280216848;279678965,1217124100,12171241,GSM7177875,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/029/SRR24182029/SRR24182029_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/029/SRR24182029/SRR24182029_2.fastq.gz']","280 MB, 280 MB files; 12.2 million reads; 1217.1 million sequenced bases"
SRR24182000,SAMN34203443,GSM7177921,"Rsc8-degron live cells, 360 min auxin, 120 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,217782221;217397262,951745000,9517450,GSM7177921,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/000/SRR24182000/SRR24182000_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/000/SRR24182000/SRR24182000_2.fastq.gz']","218 MB, 217 MB files; 9.5 million reads; 951.7 million sequenced bases"
SRR24182030,SAMN34203490,GSM7177874,"wild type live cells, 30 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,277442264;276912149,1203869100,12038691,GSM7177874,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/030/SRR24182030/SRR24182030_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/030/SRR24182030/SRR24182030_2.fastq.gz']","277 MB, 277 MB files; 12.0 million reads; 1203.9 million sequenced bases"
SRR24182031,SAMN34203491,GSM7177873,"wild type live cells, 0 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,299400656;298874277,1299005600,12990056,GSM7177873,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/031/SRR24182031/SRR24182031_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/031/SRR24182031/SRR24182031_2.fastq.gz']","299 MB, 299 MB files; 13.0 million reads; 1299.0 million sequenced bases"
SRR24182003,SAMN34203446,GSM7177918,"Rsc8-degron live cells, 240 min auxin, 0 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,169471513;169189536,737989500,7379895,GSM7177918,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/003/SRR24182003/SRR24182003_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/003/SRR24182003/SRR24182003_2.fastq.gz']","169 MB, 169 MB files; 7.4 million reads; 738.0 million sequenced bases"
SRR24182038,SAMN34203459,GSM7177905,"wild type live cells, 360 min auxin, 120 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,213953786;213537591,942213400,9422134,GSM7177905,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/038/SRR24182038/SRR24182038_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/038/SRR24182038/SRR24182038_2.fastq.gz']","214 MB, 214 MB files; 9.4 million reads; 942.2 million sequenced bases"
SRR24182008,SAMN34203451,GSM7177913,"wild type live cells, 360 min auxin, 120 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,150787351;150621738,656603900,6566039,GSM7177913,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/008/SRR24182008/SRR24182008_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/008/SRR24182008/SRR24182008_2.fastq.gz']","151 MB, 151 MB files; 6.6 million reads; 656.6 million sequenced bases"
SRR24182039,SAMN34203461,GSM7177903,"wild type live cells, 270 min auxin, 30 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,162075567;161842458,706033300,7060333,GSM7177903,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/039/SRR24182039/SRR24182039_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/039/SRR24182039/SRR24182039_2.fastq.gz']","162 MB, 162 MB files; 7.1 million reads; 706.0 million sequenced bases"
SRR24182040,SAMN34203462,GSM7177902,"wild type live cells, 240 min auxin, 0 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,127068984;126890030,552907800,5529078,GSM7177902,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/040/SRR24182040/SRR24182040_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/040/SRR24182040/SRR24182040_2.fastq.gz']","127 MB, 127 MB files; 5.5 million reads; 552.9 million sequenced bases"
SRR24182010,SAMN34203453,GSM7177911,"wild type live cells, 270 min auxin, 30 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,505196264;504639330,2186916400,21869164,GSM7177911,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/010/SRR24182010/SRR24182010_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/010/SRR24182010/SRR24182010_2.fastq.gz']","505 MB, 505 MB files; 21.9 million reads; 2186.9 million sequenced bases"
SRR24182042,SAMN34203465,GSM7177899,"wild type live cells, Dam-GFP, 240 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,882573991;879400624,3306924200,33069242,GSM7177899,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/042/SRR24182042/SRR24182042_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/042/SRR24182042/SRR24182042_2.fastq.gz']","883 MB, 879 MB files; 33.1 million reads; 3306.9 million sequenced bases"
SRR24182015,SAMN34203479,GSM7177885,"arrested wild type live cells, 180 min alpha-factor, 0 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,765019398;763744813,3320539700,33205397,GSM7177885,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/015/SRR24182015/SRR24182015_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/015/SRR24182015/SRR24182015_2.fastq.gz']","765 MB, 764 MB files; 33.2 million reads; 3320.5 million sequenced bases"
SRR24182043,SAMN34203467,GSM7177897,"wild type live cells, Dam-GFP, 60 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,320797670;320040163,1401974100,14019741,GSM7177897,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/043/SRR24182043/SRR24182043_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/043/SRR24182043/SRR24182043_2.fastq.gz']","321 MB, 320 MB files; 14.0 million reads; 1402.0 million sequenced bases"
SRR24182018,SAMN34203481,GSM7177883,"arrested wild type live cells, 420 min alpha-factor, 240 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,199117535;198921125,881117600,8811176,GSM7177883,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/018/SRR24182018/SRR24182018_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/018/SRR24182018/SRR24182018_2.fastq.gz']","199 MB, 199 MB files; 8.8 million reads; 881.1 million sequenced bases"
SRR24182047,SAMN34203473,GSM7177891,"wild type live cells, Dam-GFP, 30 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,1202399501;1202051819,5195660800,51956608,GSM7177891,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/047/SRR24182047/SRR24182047_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/047/SRR24182047/SRR24182047_2.fastq.gz']","1 GB, 1 GB files; 52.0 million reads; 5195.7 million sequenced bases"
SRR24182019,SAMN34203466,GSM7177898,"wild type live cells, Dam-GFP, 120 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,557720037;556159938,2455462700,24554627,GSM7177898,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/019/SRR24182019/SRR24182019_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/019/SRR24182019/SRR24182019_2.fastq.gz']","558 MB, 556 MB files; 24.6 million reads; 2455.5 million sequenced bases"
SRR24182050,SAMN34203457,GSM7177907,"wild type live cells, 480 min auxin, 240 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,233433711;232838234,1032060900,10320609,GSM7177907,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/050/SRR24182050/SRR24182050_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/050/SRR24182050/SRR24182050_2.fastq.gz']","233 MB, 233 MB files; 10.3 million reads; 1032.1 million sequenced bases"
SRR24182021,SAMN34203483,GSM7177881,"arrested wild type live cells, 240 min alpha-factor, 60 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,179457438;179244585,785338800,7853388,GSM7177881,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/021/SRR24182021/SRR24182021_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/021/SRR24182021/SRR24182021_2.fastq.gz']","179 MB, 179 MB files; 7.9 million reads; 785.3 million sequenced bases"
SRR24182051,SAMN34203476,GSM7177888,"arrested wild type live cells, 300 min alpha-factor, 180 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,643640405;642655189,2856776000,28567760,GSM7177888,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/051/SRR24182051/SRR24182051_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/051/SRR24182051/SRR24182051_2.fastq.gz']","644 MB, 643 MB files; 28.6 million reads; 2856.8 million sequenced bases"
SRR24182053,SAMN34203496,GSM7177868,"wild type live cells, 0 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,362188787;361667362,1573932200,15739322,GSM7177868,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/053/SRR24182053/SRR24182053_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/053/SRR24182053/SRR24182053_2.fastq.gz']","362 MB, 362 MB files; 15.7 million reads; 1573.9 million sequenced bases"
SRR24182027,SAMN34203487,GSM7177877,"wild type live cells, 240 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,210048322;209454929,924400100,9244001,GSM7177877,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/027/SRR24182027/SRR24182027_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/027/SRR24182027/SRR24182027_2.fastq.gz']","210 MB, 209 MB files; 9.2 million reads; 924.4 million sequenced bases"
SRR24182033,SAMN34203493,GSM7177871,"wild type live cells, 120 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,498386016;497304246,2200127500,22001275,GSM7177871,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/033/SRR24182033/SRR24182033_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/033/SRR24182033/SRR24182033_2.fastq.gz']","498 MB, 497 MB files; 22.0 million reads; 2200.1 million sequenced bases"
SRR24182034,SAMN34203494,GSM7177870,"wild type live cells, 60 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,317005113;316624383,1405994700,14059947,GSM7177870,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/034/SRR24182034/SRR24182034_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/034/SRR24182034/SRR24182034_2.fastq.gz']","317 MB, 317 MB files; 14.1 million reads; 1406.0 million sequenced bases"
SRR24182035,SAMN34203455,GSM7177909,"wild type live cells, 180 min auxin, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,263577354;263312493,1145753600,11457536,GSM7177909,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/035/SRR24182035/SRR24182035_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/035/SRR24182035/SRR24182035_2.fastq.gz']","264 MB, 263 MB files; 11.5 million reads; 1145.8 million sequenced bases"
SRR24182036,SAMN34203456,GSM7177908,"wild type live cells, 0 min auxin, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,117005116;116824600,509717600,5097176,GSM7177908,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/036/SRR24182036/SRR24182036_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/036/SRR24182036/SRR24182036_2.fastq.gz']","117 MB, 117 MB files; 5.1 million reads; 509.7 million sequenced bases"
SRR24182041,SAMN34203464,GSM7177900,"wild type live cells, 0 min auxin, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,191917384;191574477,838897000,8388970,GSM7177900,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/041/SRR24182041/SRR24182041_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/041/SRR24182041/SRR24182041_2.fastq.gz']","192 MB, 192 MB files; 8.4 million reads; 838.9 million sequenced bases"
SRR24182044,SAMN34203468,GSM7177896,"wild type live cells, Dam-GFP, 30 min SM, rep 2",2024-03-23,missing,Saccharomyces cerevisiae,337191230;336379764,1475634700,14756347,GSM7177896,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/044/SRR24182044/SRR24182044_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/044/SRR24182044/SRR24182044_2.fastq.gz']","337 MB, 336 MB files; 14.8 million reads; 1475.6 million sequenced bases"
SRR24182048,SAMN34203474,GSM7177890,"wild type live cells, Dam-GFP, 0 min SM, rep 1",2024-03-23,missing,Saccharomyces cerevisiae,842334946;841964471,3641211000,36412110,GSM7177890,OTHER,GENOMIC,PAIRED,ILLUMINA,NextSeq 500,The yeast genome is globally accessible in living cells [Illumina],"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/048/SRR24182048/SRR24182048_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/048/SRR24182048/SRR24182048_2.fastq.gz']","842 MB, 842 MB files; 36.4 million reads; 3641.2 million sequenced bases"
